Cgs,tauhb0,Smax,Ugsmax,chia,kgsmin,taum0,dE0,nhb,na,End Organ
57.87508308901492,0.32054353231110255,0.6123825112940782,20.344338587361534,2.191838844208058,0.6908934439015528,1.225313357025101,0.9585777294687219,0.051971171011858136,0.11038675388273043,Sacculus
3.027969304026435,0.34205557181920554,0.44731708885589466,29.804097243252667,1.7939367263436612,0.5829856215464347,3.755900330780584,1.408318502152102,0.05260284026977026,0.08015887380928324,Sacculus
2.409123219082119,0.034984679420714926,0.5302559051849589,16.87531516855488,1.1431848436494563,0.41771592131642243,0.5730731215624036,0.8352944980136967,0.08188986347342883,0.21924184398365748,Sacculus
45.57679855749021,0.1373890032531886,0.34048943139166626,10.984975432967222,1.3077866803209903,0.6129027006494051,4.449263665483484,2.070017729616362,0.012944179240127647,0.25981373146907505,Sacculus
53.108488228151295,0.32428241127175994,0.3331706212512795,10.178792603219742,0.7296371954952026,0.5787582070070677,30.025598476676794,1.452751711604998,0.019312086788287955,0.3091594769394105,Sacculus
43.945879224191614,1.7593593967286267,0.7516218649073335,12.786403961245593,9.193728379333804,0.37107631477267344,2.393928559161541,2.181386396211508,0.018397797347354146,0.10505730596020746,Sacculus
4.415971509962823,0.03374676718833847,0.6298123273597889,19.823791989649667,2.3907059002289577,0.4849647518973498,1.4917222945453688,0.9102073974200225,0.08738402764685066,0.08137614173908654,Sacculus
22.0067624392299,0.21156045574380578,0.37211399773816545,8.359332620088717,1.9215732921215634,0.8085962352566823,9.851411671291565,2.614546033115132,0.022570713414677025,0.1254964134352062,Sacculus
50.45458745239482,0.6221045412831465,0.5331040655322168,17.512355949353832,6.165532170306162,0.42498055304523574,5.851414310522607,1.6001331248246116,0.0068552445454333755,0.045334837444061124,Sacculus
74.95756488049312,0.26998412210226697,0.6392544043717504,24.089965929346754,2.58514712502693,0.6078046151346855,0.32662798598481935,0.699460247228863,0.0375150556512083,0.10895956826098036,AP
35.01094549344567,0.6179701675835432,0.5478264221622021,18.35638429643323,8.856705096886174,0.4186463613574368,9.731437587879958,2.6108949647620627,0.007837840796338855,0.05895200511450406,AP
95.31785346987618,0.10601000839421282,0.4170232412915608,15.006802812319503,0.3194013060621588,0.42556642723600685,24.187279034051496,1.7305880511679814,0.03377663471223555,0.150651120655709,AP
8.928516603120187,0.7497182038786345,0.7387115057314784,31.905436966580773,0.9391276611194579,0.44149461837454673,21.745120831559312,1.535190466331715,0.01714498785369608,0.07348269708096629,AP
12.459324073672285,2.7743706445258525,0.7265805025428094,19.344849250846362,4.450387734688098,0.7494448567828045,27.214451802876958,2.8785240833747636,0.023887023017536802,0.008975127143948103,AP
39.650445887068074,0.975371448570737,0.48321849132479705,10.609916181784055,1.0338596894308631,0.8344111489486843,7.9178010885724,1.0946752739287837,0.016041178549396184,0.13854127055724605,AP
76.30484767236555,0.011099563552912528,0.381679137153059,17.71622254794074,2.47397647244954,0.30163778676744557,3.4219162255783058,1.843404944637763,0.09950402463180696,0.007284133138197757,AP
86.89315786735317,0.19973231250534162,0.44901925737059284,22.05512928087913,2.2836176492570557,0.5757232864680266,1.1613023207950643,1.6697989004615512,0.014080402508521002,0.20254476675226385,AP
25.92634294815333,0.1807268554369994,0.36669496328967877,12.272856709094906,2.886064901264608,0.7339330425497884,2.5428492262825024,2.603476596320946,0.028359861777202063,0.13812267877563025,AP
24.934466798074183,0.16652031415052093,0.42021840388557435,17.607115044729476,6.4308193455328135,0.4770571942867353,0.5534223239167915,2.931294300901388,0.02428996468323849,0.14926284799502545,AP
75.22432428158794,0.5063089561275653,0.5128748775148768,29.299434682089153,1.9133395879925708,0.5873283603003966,3.193987054150659,1.2665668862578523,0.02503741009229975,0.1429444362059565,Sacculus
32.56290725880034,0.9040066493581556,0.43899291719222033,23.41046480204085,0.6935248752741296,0.5116110300718475,6.0473196666886135,0.5811682757477641,0.010349352373877019,0.1615550192712777,Sacculus
1.9053647794706023,0.051954506616350926,0.36040341519247576,19.537595860189235,2.396774621198473,0.5097792626255739,4.8374894512963404,2.8467967048761924,0.09402754934769421,0.1382201626405409,Sacculus
25.291512689590235,0.2654961584814206,0.40854157936491936,10.258630244351583,1.4691184576059149,0.7442581704753881,28.641026548459497,2.2342913318199304,0.019739060463417907,0.15969017453711057,Sacculus
90.7873826221061,9.590987716544277,0.7668873439163255,15.689165572362905,4.100037606521826,0.7112570920766327,28.41230572001303,2.4015017700501846,0.018976036173949398,0.015633007922604164,Sacculus
14.189440200863991,2.124365340983255,0.70247322148507,21.493568316615914,2.247664821814626,0.38850531162378876,17.77098962078287,2.7376998670737667,0.017959730711857594,0.17055349274499726,Sacculus
2.3500490155414724,0.03425741739539134,0.39839119980162224,13.680739577884555,2.8586476162134122,0.525445254143295,1.1418691312512905,2.651392350587788,0.07924414486825015,0.13423299879736056,Sacculus
16.12526679683336,0.20686827468389168,0.2806893867473408,9.139016932871396,1.5574110057826944,0.7818781460457155,8.024103193795261,2.963012285530279,0.0210662872416929,0.17152054725873014,Sacculus
90.81313210072538,1.101331217448445,0.43083085725769144,23.13732959406519,1.422198038276259,0.4641291737341494,6.055424374809352,1.0188913041071137,0.01993702886562665,0.07425419542918135,Sacculus
92.831738335669,0.4685430098207899,0.4379182695258059,9.249006303867509,2.581579399747209,0.6911708637973129,9.718747219608613,1.6224544580277471,0.008460398798653533,0.06744530224575147,AP
73.70550800517358,2.422003151779986,0.5797596322726345,25.634954810874444,3.301081319560102,0.4964634124864579,8.229689234235657,2.0905770701049864,0.005385081183673174,0.08660419441033497,AP
83.81998185564223,13.38857300946816,0.7386799432848119,29.750428176193818,7.34239141842324,0.5623722649758236,13.298484627182326,1.5076212269914349,0.07983105393591414,0.23749746326695947,AP
99.67186203006364,0.4073885348672093,0.6591562913861664,7.9791782437832985,5.961616658727358,0.4042552434527181,6.056021452169645,2.978128717690552,0.012928388021401047,0.10789013684306062,AP
10.054872426715633,4.083751240707539,0.9411273484841651,4.111578555250794,3.314225499233755,0.8316149043689411,9.378579047907376,3.0838704684681075,0.02564955056443313,0.031091518198480522,AP
40.12571719287929,1.8643555864394123,0.5537245118687739,11.345508951006074,1.916184359694289,0.7767453559803561,22.521548298464936,1.2942240570576806,0.005679951574358008,0.08499906204277839,AP
85.80361085531487,0.10003847821438505,0.5657125371906185,12.69145825524126,1.2255596336341852,0.23133577985276876,29.172567886179543,2.6927440878150772,0.055351323399977996,0.11103502661223019,AP
34.43709459470111,0.724585274601047,0.317711544236698,17.36371901829199,1.0592572413485013,0.6645133044834333,18.97136461050915,2.5514314555940008,0.01618698600703159,0.27217425924655825,AP
28.55778531720071,2.4510420670068136,0.48381219597531566,13.845027790651345,3.340324941579638,0.4761706498825666,24.47377781539985,2.40699751876917,0.004756475580701219,0.10966174613292703,AP
49.93706677992099,1.5891275635640518,0.9154485008859619,30.19281285744947,1.0143169405354846,0.26977936631645033,10.85923475130284,1.0918812988290698,0.010820970070433339,0.108831642873154,AP
79.43299168021387,1.0580881235284192,0.5883311195791718,24.5243048028573,3.921613267681483,0.502701130343724,21.264896686140055,1.2120885310562688,0.009961390446389697,0.054352241956670544,Sacculus
1.4965425314456269,0.5742788160486718,0.3153802652388209,23.284641136301254,1.2228546524598705,0.6703862517574788,6.379010962588705,2.0355187189833908,0.027141031280783164,0.1092357013530733,Sacculus
14.721342432012499,0.11695549548240436,0.3625629803618496,19.307751678341386,2.328160803712737,0.702185720241686,5.024222130018838,2.5177046059405495,0.019696189204273268,0.18138257426622878,Sacculus
40.607593287759244,0.18290526280142316,0.3880040200165098,18.352023709807106,2.682345440013525,0.5943034581872719,6.8917949564366126,2.5486375940395547,0.011202766260822165,0.1748012648787639,Sacculus
40.01747924904002,13.93144754243497,0.66542492814622,25.789139982516755,3.732216185287358,0.47659840342315085,22.585059181230058,2.3493774251986848,0.004574913531541824,0.037777204811573026,Sacculus
