time,trace
0.0,-12.8443960139722
0.002,-11.839376033591158
0.004,-13.184382353689326
0.006,-21.99941277157673
0.008,-20.27446501655412
0.01,-21.059536635963656
0.012,-8.304625226136146
0.014,4.720271623741546
0.016,13.715156401221723
0.018,24.930031579622597
0.02,29.09489959753776
0.022,35.079762907642234
0.024,37.67462395402502
0.026,36.30948524059514
0.028,35.32434934701948
0.03,33.73921859442232
0.032,34.974095125279405
0.034,36.05898126742714
0.036,36.623879571785835
0.038,31.95879258873368
0.04,27.813722815342132
0.042,29.798672731508244
0.044,36.133644828762286
0.046,32.258641660655485
0.048,22.123665696744048
0.05,22.50871931615611
0.052,23.88380494945259
0.054,25.788925122285736
0.056,12.62408220583836
0.058,-10.110721592773114
0.06,-18.155483793237824
0.062,-20.700201923682584
0.064,-21.534873629463657
0.066,-28.609496431124306
0.068,-23.694067914360314
0.07,-19.14858562577761
0.072,-20.65304711575386
0.074,-21.597449999118876
0.076,-23.00179182002523
0.078,-26.856070125299883
0.08,-22.77028244692049
0.082,-24.594426312012317
0.084,-25.808499178007004
0.086,-25.892498498870143
0.088,-30.18642182736207
0.09,-21.820266740098457
0.092,-28.204030917038136
0.094,-29.577712094058366
0.096,-23.991307940294032
0.098,-23.084816329666868
0.1,-23.36823567635579
0.102,-20.32156499722496
0.104,-25.20480369051553
0.106,-20.51795139767619
0.108,-17.751007980608982
0.11,-27.58397339753838
0.112,-24.006847667969595
0.114,-23.189630801017305
0.116,-26.00232269997663
0.118,-22.21492334209716
0.12,-26.057432825506243
0.122,-24.729851164488817
0.124,-27.752178409069693
0.126,-29.25441467055157
0.128,-28.826560113789235
0.13,-20.938615053007748
0.132,-10.760579837354715
0.134,-9.312454815843175
0.136,13.975759705228874
0.138,27.68406353693088
0.14,29.572456493074146
0.142,32.620938459117625
0.144,36.17950954996659
0.146,37.6481698460543
0.148,37.616919252769506
0.15,40.80575756698315
0.152,43.10468448279802
0.154,41.213699704016165
0.156,36.86280300770362
0.158,39.93199417530076
0.16,43.19127281583026
0.162,42.060638510045706
0.164,40.41009099160415
0.166,44.35963001046716
0.168,44.38925536201446
0.17,41.21896685775038
0.172,38.808764167715196
0.174,37.50864698977543
0.176,41.57861504626989
0.178,40.49866808263485
0.18,39.16880586266243
0.182,37.93902814633567
0.184,34.459334795759915
0.186,40.29972575774548
0.188,40.590201174879454
0.19,34.600761547075436
0.192,31.031407888159865
0.194,32.96214161812815
0.196,37.7929642898694
0.198,38.29387746694854
0.2,32.95488282134882
0.202,29.575982246455006
0.204,30.937177641571115
0.206,21.718470923130273
0.208,17.629863993733423
0.21,11.461358663275995
0.212,7.042956883488397
0.214,-0.5553393707341492
0.216,-22.283528126751833
0.218,-25.031607335460137
0.22,-21.089574898891037
0.222,-22.577428900948092
0.224,-26.895167778145236
0.226,-25.172789985074274
0.228,-26.340293814101898
0.23,-28.09767745206081
0.232,-27.734938990616783
0.234,-27.85207645148807
0.236,-23.699087933626533
0.238,-26.125971579635237
0.24,-23.222725350931352
0.242,-26.27934711078237
0.244,-24.045834651514504
0.246,-25.872185901494205
0.248,-25.578398915310796
0.25,-23.544471736848017
0.252,-22.490402560125016
0.254,-11.926189734119447
0.256,-4.0318321067323275
0.258,14.642670656806771
0.26,31.797318507117218
0.262,35.292111247855175
0.264,38.197048483651166
0.266,29.482129749014035
0.268,29.007354598828226
0.27,25.262722681229928
0.272,27.388233657833098
0.274,31.573887277195084
0.276,29.7296833174112
0.278,33.32562148732883
0.28,31.751701496447847
0.282,29.307923039093097
0.284,31.66428582056063
0.286,32.50078949852576
0.288,30.347433742056168
0.29,30.364218231228932
0.292,30.671142505288863
0.294,27.848206073142364
0.296,24.045408517516726
0.298,28.07274930629707
0.3,24.850227859664464
0.302,24.86784370474482
0.304,26.025596398017527
0.306,24.133485533252568
0.308,28.69151073142917
0.31,27.279671520376176
0.312,18.60796745912502
0.314,14.35639820959797
0.316,24.024963378035224
0.318,23.99366264211723
0.32,19.78249574879915
0.322,20.34146230802105
0.324,13.63056187072916
0.326,13.2197941223248
0.328,25.749158937320715
0.33,23.75865628213542
0.332,24.098285999093093
0.334,26.06804776980278
0.336,28.917941318501178
0.338,26.927966924646327
0.34,25.278125730376843
0.342,21.59841928767564
0.344,26.418849182137237
0.346,26.2994170770559
0.348,21.170124675742393
0.35,29.97097356247516
0.352,31.621965247181947
0.354,24.71310125526535
0.356,24.59438329523551
0.358,25.83581313787183
0.36,29.78739242192981
0.362,27.009122746337184
0.364,29.171005774468625
0.366,24.513043177060318
0.368,21.80523654800036
0.37,15.677587548596648
0.372,-2.2699021546561156
0.374,-20.14723090518919
0.376,-22.27439709582425
0.378,-21.131399191011305
0.38,-25.99823578192926
0.382,-22.624905375687668
0.384,-25.85140631421217
0.386,-27.837737097025297
0.388,-29.303896212226725
0.39,-26.859882115764698
0.392,-31.825693676369063
0.394,-26.101330595917567
0.396,-28.516793222154142
0.398,-30.61208212102803
0.4,-24.767197932736302
