time,trace
0.0,1.3172429000863417
0.002,-4.516745368240663
0.004,-9.14571115457688
0.006,-6.471654164552518
0.008,-3.025574136056619
0.01,-3.825470755139598
0.012,-1.6053436723236985
0.014,-5.527192610740464
0.016,-8.219017370097163
0.018,-5.434817836702933
0.02,-2.4115938032813347
0.022,-7.350344882441277
0.024,-7.061070731137988
0.026,-6.25077105995409
0.028,-3.2064455224396085
0.03,-6.623094026799244
0.032,-6.2727165608913396
0.034,-5.485313023832376
0.036,-4.505883501397797
0.038,-6.553428217413419
0.04,-8.68994748733877
0.042,-1.820441546245668
0.044,-0.14291049972826642
0.046,-2.6253544067556547
0.048,-2.1537733519141042
0.05,-3.920167351796536
0.052,1.1184637681644318
0.054,-3.8168797647016746
0.056,-9.289197721431933
0.058,-5.267489910580757
0.06,-2.15075640604838
0.062,5.391002441913912
0.064,6.195786451134275
0.066,8.580595539262262
0.068,8.284429400977672
0.07,6.640287741703922
0.072,14.461170421970365
0.074,10.280077432075807
0.076,11.864008925884846
0.078,3.2039651675441547
0.08,-2.686053477791816
0.082,-4.601046612347204
0.084,-8.697013914351054
0.086,-5.15595509242641
0.088,-5.2808698152281295
0.09,-6.038757708424917
0.092,-5.202618411311917
0.094,-7.272451537655769
0.096,-7.048256755509598
0.098,-6.46403390220587
0.1,-10.811782831944129
0.102,-8.2555033464428
0.104,-6.284195422867057
0.106,-1.5328592854210612
0.108,-7.650495165341887
0.11,-7.072103332172048
0.112,-4.41368405272631
0.114,2.2247627289018936
0.116,5.287237258668554
0.118,0.08873969362871748
0.12,0.7412700573835096
0.122,1.0688282305365249
0.124,1.2684139995412593
0.126,1.6980271734612558
0.128,-1.9193323204946964
0.13,0.9343354374287642
0.132,-1.2629696507980341
0.134,4.364752478903021
0.136,5.756501904088154
0.138,4.9792786983065085
0.14,9.139083016844545
0.142,19.367914876323134
0.144,26.919774121970057
0.146,23.23466042469596
0.148,14.700573521520276
0.15,8.654513259712473
0.152,9.999479426709343
0.154,12.657471785800254
0.156,13.180489861620075
0.158,7.362532985565714
0.16,-2.391399478316224
0.162,-6.422308225565217
0.164,-1.248194101560415
0.166,-4.497058082757846
0.168,-3.49090099899788
0.17,-11.626723389200876
0.172,-11.694525653081435
0.174,-9.284308178595218
0.176,-0.6460712244591704
0.178,-3.747814748983423
0.18,-5.248538591446909
0.182,1.1757572705359465
0.184,-2.8179272607315156
0.186,0.016407747859894073
0.188,0.45076226521712215
0.19,-4.855863792671002
0.192,-6.698470580271746
0.194,-8.428058213986958
0.196,-3.327626838136851
0.198,-2.558176704544131
0.2,-4.951708273476505
0.202,-10.074221973373845
0.204,-3.482718087227667
0.206,-6.891196829744366
0.208,-4.915658285228865
0.21,-0.6561025085140102
0.212,-2.1095295728508177
0.214,-3.5899395661044053
0.216,-5.049332598075765
0.218,-4.512708740844765
0.22,-7.377068005088262
0.222,-6.7904103138862695
0.224,-3.80773552064268
0.226,-2.202043572131444
0.228,0.9466655396115087
0.23,-1.6856081909155947
0.232,-4.358864754982115
0.234,-1.302104039265103
0.236,-4.664325956543493
0.238,1.420469566434818
0.24,0.5032825295151966
0.242,-0.2248870749349976
0.244,-1.9880392405445733
0.246,2.910825983330973
0.248,1.4237085801698441
0.25,-0.026391534291477114
0.252,3.5535254734524955
