time,trace
0.0,6.937641459019424
0.002,1.2925985209019153
0.004,-5.282423191318923
0.006,-12.05742501752055
0.008,-3.0524082091720324
0.01,5.092626044581337
0.012,2.3576766793305737
0.014,1.0027426097279033
0.016,11.347822637863043
0.018,5.732915787904805
0.02,9.458021529268514
0.022,13.763139823163428
0.024,12.058270822053487
0.026,6.413414636227039
0.028,9.298571265091738
0.03,1.2337406201410417
0.032,0.18892267027824872
0.034,-0.7158826908318687
0.036,-9.670675803344743
0.038,-8.195457312695112
0.04,2.3297716803560427
0.042,1.2450098577428683
0.044,3.810255896782312
0.046,8.685508330647217
0.048,8.280765708792131
0.05,1.7060267130295692
0.052,-5.218709888746087
0.054,-13.513445251023303
0.056,-5.088180563874964
0.058,1.5370828896729378
0.06,2.432343753688887
0.062,-1.1623993542825026
0.064,-12.237147640627143
0.066,-12.271902318749529
0.068,-0.966664545076025
0.07,3.698564734825336
0.072,-2.7462154796113083
0.074,7.448994027724861
0.076,10.904192662330626
0.078,5.779379867059948
0.08,11.654555109078846
0.082,8.789717742683091
0.084,9.744866997444753
0.086,13.13000190538419
0.088,9.1951213111054
0.09,9.54022413041027
0.092,12.025309515064396
0.094,13.470376435082962
0.096,5.505423598983608
0.098,6.960449965826065
0.1,9.165454783464412
0.102,10.350437174194905
0.104,14.385396013821612
0.106,15.44032994556003
0.108,16.225237523035872
0.11,15.53011744772581
0.112,10.14496872224916
0.114,6.019790741678463
0.116,-5.465416943820468
0.118,-19.680654729745108
0.12,-17.30592295446856
0.122,-16.24122188081378
0.124,-21.52655145648156
0.126,-24.90191144135658
0.128,-21.727301554224017
0.13,-16.4227214868374
0.132,-12.34817103757035
0.134,-21.473650063908607
0.136,-19.709158311000586
0.138,-17.71469544869051
0.14,-8.160261275654122
0.142,0.8641439236270401
0.144,-11.911480634388173
0.146,-18.30713590361482
0.148,-21.9428227307294
0.15,-23.438541773764566
0.152,-23.374293757483546
0.154,-23.72007916390125
0.156,-28.385898075659128
0.158,-27.42175046705964
0.16,-23.93763617258773
0.162,-19.693554951460232
0.164,-22.339506738482367
0.166,-5.955491590396289
0.168,5.70849064079604
0.17,5.5724402531831565
0.172,7.596357459924409
0.174,14.71024244388532
0.176,15.21409545127706
0.178,14.537916719382356
0.18,11.271706228273263
0.182,12.485463449569
0.184,12.15918742466102
0.186,9.642877044107436
0.188,13.016531224279365
0.19,13.230148862857163
0.192,14.51372880244491
0.194,9.31726990090067
0.196,-11.439229001285657
0.198,-13.655769074611072
0.2,-21.32235152506325
0.202,-24.09897759882455
0.204,-18.055648471153084
