time,trace
0.001000,-2.922845
0.002000,20.709914
0.003000,14.172365
0.004000,7.968464
0.005000,15.600191
0.006000,3.511622
0.007000,-2.221048
0.008000,-20.303054
0.009000,-18.743817
0.010000,-15.493533
0.011000,-21.425588
0.012000,-15.720460
0.013000,-0.213541
0.014000,8.533208
0.015000,-0.279183
0.016000,19.552740
0.017000,11.284870
0.018000,7.910272
0.019000,-0.734898
0.020000,-16.683890
0.021000,-29.055463
0.022000,-28.471960
0.023000,-10.614338
0.024000,-12.387030
0.025000,11.140663
0.026000,6.921019
0.027000,6.221491
0.028000,11.566516
0.029000,22.479802
0.030000,2.034549
0.031000,15.400751
0.032000,-3.843622
0.033000,-17.798378
0.034000,-16.855658
0.035000,-18.090388
0.036000,-19.635576
0.037000,1.061399
0.038000,9.612134
0.039000,16.111797
0.040000,2.917336
0.041000,7.611874
0.042000,7.446563
0.043000,-1.922713
0.044000,-1.256733
0.045000,-5.309814
0.046000,-0.863944
0.047000,19.145889
0.048000,11.723702
0.049000,-2.647128
0.050000,-16.093556
0.051000,-23.618820
0.052000,-9.823155
0.053000,-8.208751
0.054000,11.256582
0.055000,7.722712
0.056000,0.294897
0.057000,10.692052
0.058000,3.340712
0.059000,8.378801
0.060000,-1.447712
0.061000,-15.840459
0.062000,-26.805582
0.063000,-21.710408
0.064000,-9.992906
0.065000,-13.881885
0.066000,-2.686731
0.067000,-7.549454
0.068000,-0.744494
0.069000,1.569983
0.070000,-24.972024
0.071000,-32.129947
0.072000,-26.276344
0.073000,-19.701536
0.074000,-5.698535
0.075000,-7.245105
0.076000,6.008544
0.077000,5.589215
0.078000,6.890868
0.079000,8.911714
0.080000,-4.145537
0.081000,-23.077060
0.082000,-31.912301
0.083000,-28.849119
0.084000,-18.347199
0.085000,2.529511
0.086000,8.437945
0.087000,18.973483
0.088000,13.454327
0.089000,12.886022
0.090000,6.078190
0.091000,14.438360
0.092000,4.453572
0.093000,12.460369
0.094000,4.603304
0.095000,7.661633
0.096000,-16.585496
0.097000,-19.679562
0.098000,-22.291082
0.099000,-21.513538
0.100000,-4.437656
0.101000,12.570090
0.102000,18.259814
0.103000,-9.682200
0.104000,-2.425085
0.105000,-12.013613
0.106000,9.338854
0.107000,13.117806
0.108000,15.866001
0.109000,15.815301
0.110000,12.367145
0.111000,10.372706
0.112000,-18.952964
0.113000,-21.486934
0.114000,-24.034054
0.115000,-20.432394
0.116000,-21.936542
0.117000,-13.067719
0.118000,-10.601860
0.119000,4.549811
0.120000,12.461413
0.121000,16.540461
0.122000,10.892272
0.123000,13.285689
0.124000,3.025910
0.125000,-2.892129
0.126000,-16.057309
0.127000,-15.952574
0.128000,-8.315573
0.129000,8.214160
0.130000,6.569894
0.131000,0.059157
0.132000,-6.051416
0.133000,-21.734907
0.134000,-17.049401
0.135000,-0.076787
0.136000,-5.925869
0.137000,12.962652
0.138000,14.000219
0.139000,19.186715
0.140000,17.123524
0.141000,9.597146
0.142000,2.460478
0.143000,-24.961093
0.144000,-16.951528
0.145000,-17.577992
0.146000,19.067707
0.147000,5.870945
0.148000,-1.399048
0.149000,0.572937
0.150000,9.232959
0.151000,7.624027
0.152000,18.023853
0.153000,-6.227002
0.154000,7.484301
0.155000,12.529506
0.156000,19.018350
0.157000,18.319994
0.158000,15.547463
0.159000,-4.560110
0.160000,-26.204376
0.161000,-26.067550
0.162000,3.013083
0.163000,7.949189
0.164000,3.401746
0.165000,-18.541915
0.166000,-18.312310
0.167000,-22.123924
0.168000,-22.630234
0.169000,-13.972802
0.170000,1.326861
0.171000,7.327188
0.172000,18.606331
0.173000,3.263213
0.174000,-17.222223
0.175000,-17.425118
0.176000,-23.452237
0.177000,-18.225265
0.178000,-1.973641
0.179000,1.202027
0.180000,24.469576
0.181000,11.793899
0.182000,4.147790
0.183000,-4.423397
0.184000,-6.608642
0.185000,-13.865346
0.186000,-16.297796
0.187000,-29.213138
0.188000,-28.256005
0.189000,-8.918259
0.190000,-3.566021
0.191000,7.757779
0.192000,2.735982
0.193000,13.701299
0.194000,-0.257774
0.195000,15.908955
0.196000,14.084564
0.197000,15.347692
0.198000,8.994945
0.199000,8.770047
0.200000,1.917387
0.201000,-8.687856
0.202000,-6.100223
0.203000,2.950755
0.204000,11.575885
0.205000,16.631756
0.206000,10.235514
0.207000,-4.309895
0.208000,9.201898
0.209000,-8.438399
0.210000,-5.618684
0.211000,-24.765477
0.212000,-18.091830
0.213000,-15.205475
0.214000,-21.593629
0.215000,-20.190626
