time,trace
0.001000,-53.963931
0.002000,-68.760952
0.003000,-69.495961
0.004000,-72.494729
0.005000,-77.750263
0.006000,-77.191291
0.007000,-63.446341
0.008000,-72.481539
0.009000,-69.020906
0.010000,-63.642344
0.011000,-79.342958
0.012000,-67.080201
0.013000,-72.677554
0.014000,-69.153225
0.015000,-64.122582
0.016000,-73.661006
0.017000,-60.056465
0.018000,-69.344560
0.019000,-73.380243
0.020000,-66.935632
0.021000,-68.035492
0.022000,-67.338345
0.023000,-68.163784
0.024000,-69.126304
0.025000,-73.488367
0.026000,-60.232913
0.027000,-63.528236
0.028000,-52.482051
0.029000,-63.913358
0.030000,-73.358253
0.031000,-67.091500
0.032000,-75.634781
0.033000,-69.735152
0.034000,-63.687754
0.035000,-65.185997
0.036000,-68.724906
0.037000,-67.612669
0.038000,-65.751650
0.039000,-67.411688
0.040000,-65.646615
0.041000,-70.514969
0.042000,-74.427100
0.043000,-69.301873
0.044000,-59.739960
0.045000,-70.678816
0.046000,-60.870235
0.047000,-69.597302
0.048000,-69.297673
0.049000,-78.329285
0.050000,-66.589144
0.051000,-73.167482
0.052000,-68.189544
0.053000,-65.511578
0.054000,-66.319694
0.055000,-68.832399
0.056000,-69.633902
0.057000,-69.652199
0.058000,-72.954431
0.059000,-72.632221
0.060000,-77.408474
0.061000,-61.222404
0.062000,-74.534729
0.063000,-78.465487
0.064000,-67.978177
0.065000,-61.238552
0.066000,-68.165512
0.067000,-63.257776
0.068000,-61.447765
0.069000,-68.443188
0.070000,-69.075943
0.071000,-71.688167
0.072000,-69.418123
0.073000,-68.347882
0.074000,-71.737458
0.075000,-60.151980
0.076000,-72.832984
0.077000,-69.720108
0.078000,-70.709066
0.079000,-54.019053
0.080000,-66.182064
0.081000,-70.668934
0.082000,-58.268663
0.083000,-71.303156
0.084000,-63.518953
0.085000,-59.715195
0.086000,-63.144134
0.087000,-59.513208
0.088000,-67.385745
0.089000,-61.805294
0.090000,-57.113537
0.091000,-48.597309
0.092000,-28.562764
0.093000,-20.699154
0.094000,-4.218980
0.095000,-1.309641
0.096000,-8.917195
0.097000,14.319457
0.098000,10.504323
0.099000,16.289364
0.100000,9.238196
0.101000,8.577676
0.102000,14.816050
0.103000,17.275083
0.104000,7.777979
0.105000,10.132321
0.106000,15.587972
0.107000,16.890643
0.108000,11.699910
0.109000,16.842441
0.110000,20.495993
0.111000,13.962882
0.112000,28.647314
0.113000,18.583470
0.114000,15.629057
0.115000,20.741830
0.116000,30.714353
0.117000,22.951576
0.118000,26.368600
0.119000,27.050156
0.120000,25.324557
0.121000,27.113139
0.122000,30.464099
