time,trace
0.000000,30.474000
0.001000,26.946000
0.002000,32.438000
0.003000,28.928000
0.004000,24.871000
0.005000,17.805000
0.006000,15.919000
0.007000,-7.123500
0.008000,-7.565400
0.009000,-3.771200
0.010000,-5.390800
0.011000,1.182400
0.012000,-3.142400
0.013000,0.970010
0.014000,-5.506600
0.015000,12.471000
0.016000,7.431200
0.017000,-0.626290
0.018000,-6.168500
0.019000,-1.113500
0.020000,4.134700
0.021000,-3.540500
0.022000,6.082000
0.023000,15.722000
0.024000,4.264400
0.025000,25.923000
0.026000,22.120000
0.027000,28.118000
0.028000,19.815000
0.029000,21.385000
0.030000,23.837000
0.031000,26.257000
0.032000,16.177000
0.033000,21.136000
0.034000,28.281000
0.035000,30.278000
0.036000,26.750000
0.037000,21.104000
0.038000,30.250000
0.039000,19.692000
0.040000,15.679000
0.041000,9.742000
0.042000,8.845900
0.043000,15.036000
0.044000,-4.034900
0.045000,-5.080400
0.046000,-7.019600
0.047000,-0.474870
0.048000,-0.092943
0.049000,-7.613500
0.050000,-12.516000
0.051000,-13.741000
0.052000,-6.810100
0.053000,-6.199400
0.054000,-10.953000
0.055000,-4.481500
0.056000,-12.347000
0.057000,-13.566000
0.058000,-9.943300
0.059000,-11.463000
0.060000,-8.384000
0.061000,-8.864300
0.062000,-6.498600
0.063000,-0.929300
0.064000,13.275000
0.065000,29.873000
0.066000,28.559000
0.067000,22.549000
0.068000,18.261000
0.069000,14.630000
0.070000,26.451000
0.071000,23.985000
0.072000,13.340000
0.073000,29.190000
0.074000,20.156000
0.075000,21.768000
0.076000,0.811210
0.077000,-3.948400
0.078000,-1.278700
0.079000,-1.817300
0.080000,-6.266500
0.081000,-7.755800
0.082000,-2.990400
0.083000,-14.306000
0.084000,-12.520000
0.085000,-16.569000
0.086000,-19.554000
0.087000,-12.332000
0.088000,-18.849000
0.089000,-15.357000
0.090000,-21.479000
0.091000,-5.379700
0.092000,-16.550000
0.093000,-16.000000
0.094000,-26.094000
0.095000,-16.875000
0.096000,-0.022292
0.097000,1.765600
0.098000,0.193080
0.099000,22.513000
0.100000,18.549000
