time,trace
0.000000,19.880000
0.001000,16.009000
0.002000,26.649000
0.003000,18.088000
0.004000,18.713000
0.005000,21.134000
0.006000,12.536000
0.007000,22.413000
0.008000,21.191000
0.009000,18.093000
0.010000,14.258000
0.011000,14.984000
0.012000,35.431000
0.013000,43.977000
0.014000,41.360000
0.015000,40.515000
0.016000,44.149000
0.017000,35.152000
0.018000,37.637000
0.019000,40.762000
0.020000,37.758000
0.021000,36.639000
0.022000,28.521000
0.023000,37.707000
0.024000,38.399000
0.025000,40.141000
0.026000,40.538000
0.027000,41.719000
0.028000,44.713000
0.029000,38.400000
0.030000,37.117000
0.031000,41.404000
0.032000,28.865000
0.033000,36.812000
0.034000,36.915000
0.035000,41.412000
0.036000,41.827000
0.037000,41.581000
0.038000,40.892000
0.039000,38.112000
0.040000,40.473000
0.041000,41.660000
0.042000,41.827000
0.043000,36.234000
0.044000,30.197000
0.045000,40.480000
0.046000,37.090000
0.047000,39.633000
0.048000,31.326000
0.049000,46.526000
0.050000,34.978000
0.051000,42.404000
0.052000,39.219000
0.053000,40.004000
0.054000,45.398000
0.055000,38.938000
0.056000,35.891000
0.057000,35.414000
0.058000,50.513000
0.059000,32.931000
0.060000,47.102000
0.061000,34.919000
0.062000,9.193600
0.063000,16.737000
0.064000,17.445000
0.065000,22.713000
0.066000,28.010000
0.067000,16.273000
0.068000,15.680000
0.069000,25.807000
0.070000,31.975000
0.071000,35.612000
0.072000,35.176000
0.073000,45.675000
0.074000,38.526000
0.075000,39.566000
0.076000,39.251000
0.077000,36.828000
0.078000,46.389000
0.079000,46.786000
0.080000,38.493000
0.081000,42.285000
0.082000,36.742000
0.083000,39.928000
0.084000,37.658000
0.085000,36.362000
0.086000,42.792000
0.087000,33.304000
0.088000,40.213000
0.089000,25.796000
0.090000,32.817000
0.091000,36.180000
0.092000,37.307000
0.093000,37.066000
0.094000,38.724000
0.095000,27.861000
0.096000,31.688000
0.097000,30.676000
0.098000,28.665000
0.099000,46.044000
0.100000,41.967000
0.101000,30.800000
0.102000,30.908000
0.103000,40.300000
0.104000,39.167000
0.105000,37.465000
0.106000,29.365000
0.107000,30.809000
0.108000,7.334200
0.109000,14.418000
0.110000,16.667000
0.111000,19.771000
0.112000,10.182000
0.113000,13.832000
0.114000,17.239000
0.115000,14.596000
0.116000,20.861000
0.117000,18.842000
